collocate_pair,risk_ratio,risk_ratio_reverse,odds_ratio,mutual_information,dice_coefficient,t_score,chi_squared,risk_ratio_confidence_interval_left,risk_ratio_confidence_interval_right,risk_ratio_reverse_confidence_interval_left,risk_ratio_reverse_confidence_interval_right,suffix1_frequency,suffix2_frequency,suffix1-suffix2_frequency,suffix1-suffix2_adjacent_frequency,stem_frequency
"('Neces', 'Cop')",11.406222974243278,15.121739215763238,15.433288714275779,4.619445228935828,0.06237924372067347,10.199799811800123,5.313238483616268e+21,9.163694209124316,14.197540813683233,12.148718677189532,18.822313939897015,387,3236,113,113,68
"('P3sg', 'Loc')",11.219889992291929,11.306387055720073,12.745586582050302,3.124297661141717,0.07592928377153219,16.21396491483883,5.421972870511152e+21,9.934712301581591,12.671321284169615,10.011301594407156,12.76900781064966,7412,1412,335,335,129
"('Opt', 'A1pl')",11.118923595264029,19.987070597884934,22.992789659079385,4.054030885000404,0.26853572031751394,37.584081305935584,4.984011314989845e+21,10.313570412847133,11.987164189359538,18.539389914113162,21.547795959603217,2924,8918,1590,1589,205
"('PastPart→Noun', 'P1pl')",11.025583159214964,8.353229133107018,11.893110100077958,4.144868155585,0.17750126968004062,24.97612736953285,5.401112985540896e+21,10.047120862786205,12.099335288284108,7.611924147951253,9.16672783306283,6116,1760,699,663,154
"('Hastily→Verb', 'Desr')",11.02349416587827,11.15154902587033,11.185163426618244,2.6611232065577943,0.0016652789342214821,0.8419051045200671,5.436871023711972e+21,1.5235824115693988,79.75769653312068,1.541281167468757,80.68420499850829,37,1164,1,1,1
"('P3sg', 'Dat')",10.978081328364969,11.817060956873192,13.295017556547181,2.8242646923453236,0.097845782162271,18.949672572742745,5.355625799398874e+21,9.892638250862984,12.182621722944546,10.648664893080563,13.11365613065689,7412,2522,486,486,181
"('Caus→Verb', 'FeelLike→Noun')",10.895220275557067,5.947890678158313,10.895781356316624,0.3499140187142296,0.00024251242876197404,0.21536953660896255,5.505587066081345e+21,0.6814194060209292,174.2037632096199,0.37199873251583543,95.1008711241149,8221,26,1,1,1
"('P1pl', 'Rel→Adj')",10.765896176689893,10.595174940002527,10.810796848766628,3.274092201570369,0.002232142857142857,1.2680291022643029,5.505223267946937e+21,2.642735413383667,43.85778458951586,2.600827981749019,43.16230554154754,1760,32,2,0,2
"('Pass→Verb', 'PresPart→Adj')",10.311357705125845,5.235341336881847,10.870006233106027,2.507756539400537,0.15770817595444245,30.436291720851894,5.174632565912827e+21,9.495875134179729,11.196871928144052,4.8212998754884,5.684939668036575,11611,5598,1357,1258,194
"('FutPart→Noun', 'P2sg')",10.285728944719677,10.796710353247256,11.451269319327052,4.845836160193624,0.11861743912018853,11.864181012244584,5.404166691011881e+21,8.641158502071056,12.243291209030318,9.070439826363108,12.85152172148372,837,1709,151,139,72
